Row ID,Order ID,Order Date,Ship Date,Delivery Time,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Discount ($),Net Sales,COGS,Profit,Target Profit
7479,CA-2018-167199,1/6/20,1/10/20,4.0,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,341.2368,1364.9472,1279.638,85.3092,105.3403696
7480,CA-2018-167199,1/6/20,1/10/20,4.0,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424,4,0.2,182.2848,729.1392,660.7824,68.3568,85.6372045
7481,CA-2018-167199,1/6/20,1/10/20,4.0,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,3.1104,12.4416,6.9984,5.4432,6.615120926
1760,CA-2018-141817,1/5/20,1/12/20,7.0,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,0.2,81.5952,326.3808,193.7886,132.5922,169.4482654
7661,CA-2018-105417,1/7/20,1/12/20,5.0,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106.0,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,0.8,55.048,13.762,137.62,-123.858,-108.3174204
7662,CA-2018-105417,1/7/20,1/12/20,5.0,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106.0,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,2.0352,0.5088,4.3248,-3.816,-3.601452903
593,CA-2018-135405,1/9/20,1/13/20,4.0,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,0.0,665.88,652.5624,13.3176,15.88269441
594,CA-2018-135405,1/9/20,1/13/20,4.0,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084.0,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,0.0,55.5,45.51,9.99,11.74780396
717,CA-2018-130092,1/11/20,1/14/20,3.0,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,0.0,8.56,6.0776,2.4824,2.826509134
764,CA-2018-162775,1/13/20,1/15/20,2.0,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109.0,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,42.696,170.784,154.773,16.011,12.37819783
765,CA-2018-162775,1/13/20,1/15/20,2.0,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,4.544,18.176,10.792,7.384,7.889458437
766,CA-2018-162775,1/13/20,1/15/20,2.0,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,0.0,19.46,14.4004,5.0596,6.195932099
767,CA-2018-162775,1/13/20,1/15/20,2.0,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,0.0,60.34,44.6516,15.6884,15.0200322
768,CA-2018-162775,1/13/20,1/15/20,2.0,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,21.4116,49.9604,50.98,-1.0196,-1.193450723
866,CA-2018-149020,1/10/20,1/15/20,5.0,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057.0,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,0.0,1044.63,804.3651,240.2649,172.0513304
867,CA-2018-149020,1/10/20,1/15/20,5.0,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,2.3296,9.3184,5.096,4.2224,4.941768187
6475,CA-2018-149524,1/14/20,1/15/20,1.0,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,0.0,90.57,78.7959,11.7741,8.339620978
2979,CA-2018-109232,1/13/20,1/16/20,3.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,1541.715,1541.715,3206.7672,-1665.0522,-1696.278131
1914,CA-2018-103366,1/15/20,1/17/20,2.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,6.7326,2.8854,9.9386,-7.0532,-7.238003595
971,CA-2018-115791,1/16/20,1/18/20,2.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,24.84,99.36,83.835,15.525,14.10115599
972,CA-2018-115791,1/16/20,1/18/20,2.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,0.6528,2.6112,1.5096,1.1016,0.821796999
973,CA-2018-115791,1/16/20,1/18/20,2.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,17.2608,69.0432,59.334,9.7092,11.11155131
974,CA-2018-115791,1/16/20,1/18/20,2.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,4.8006,2.0574,7.7724,-5.715,-6.263063623
4938,CA-2018-157147,1/13/20,1/18/20,5.0,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.152,12.608,9.062,3.546,3.203606627
4939,CA-2018-157147,1/13/20,1/18/20,5.0,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,5.8944,23.5776,13.6308,9.9468,11.77804413
4940,CA-2018-157147,1/13/20,1/18/20,5.0,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,219.5088,878.0352,754.5615,123.4737,106.1488525
9629,CA-2018-118192,1/13/20,1/18/20,5.0,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,114.552,76.368,224.331,-147.963,-148.110529
9630,CA-2018-118192,1/13/20,1/18/20,5.0,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,22.6656,90.6624,55.2474,35.415,45.16358606
5463,CA-2018-146591,1/19/20,1/20/20,1.0,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,170.367744,362.031456,409.007856,-46.9764,-38.46016055
5464,CA-2018-146591,1/19/20,1/20/20,1.0,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,63.6174,148.4406,163.5876,-15.147,-13.05034438
5465,CA-2018-146591,1/19/20,1/20/20,1.0,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,74.2336,296.9344,255.178,41.7564,53.90485922
5466,CA-2018-146591,1/19/20,1/20/20,1.0,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540.0,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,29.4336,117.7344,101.178,16.5564,13.57538669
5365,CA-2018-123477,1/18/20,1/21/20,3.0,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,0.0,77.88,73.986,3.894,4.98785555
9990,CA-2018-110422,1/21/20,1/23/20,2.0,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935.0,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,19.1232,76.4928,66.9312,9.5616,12.35885006
5737,CA-2018-148614,1/20/20,1/25/20,5.0,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,0.0,45.98,26.2086,19.7714,19.16541606
5738,CA-2018-148614,1/20/20,1/25/20,5.0,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,0.0,17.46,9.2538,8.2062,6.720166117
1122,US-2018-147627,1/20/20,1/26/20,6.0,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,0.0,211.96,203.4816,8.4784,9.093004599
1123,US-2018-147627,1/20/20,1/26/20,6.0,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901.0,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,0.0,45.0,40.05,4.95,3.582045528
1124,US-2018-147627,1/20/20,1/26/20,6.0,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901.0,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,0.0,21.8,15.696,6.104,6.690423285
1125,US-2018-147627,1/20/20,1/26/20,6.0,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,0.0,38.22,20.2566,17.9634,18.45473155
1126,US-2018-147627,1/20/20,1/26/20,6.0,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,0.0,75.18,39.8454,35.3346,29.59898475
1127,US-2018-147627,1/20/20,1/26/20,6.0,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,0.0,6.16,3.2032,2.9568,3.108127279
6327,CA-2018-167927,1/20/20,1/26/20,6.0,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,0.0,89.99,72.8919,17.0981,13.76261937
6328,CA-2018-167927,1/20/20,1/26/20,6.0,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,0.0,15.26,9.0034,6.2566,5.729327798
6329,CA-2018-167927,1/20/20,1/26/20,6.0,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,0.0,1029.95,731.2645,298.6855,279.6428103
6330,CA-2018-167927,1/20/20,1/26/20,6.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,0.0,208.56,156.42,52.14,59.055592
6331,CA-2018-167927,1/20/20,1/26/20,6.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,0.0,32.4,16.848,15.552,19.75920534
6332,CA-2018-167927,1/20/20,1/26/20,6.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,31.941,287.469,280.371,7.098,6.213270478
6333,CA-2018-167927,1/20/20,1/26/20,6.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,0.0,14.56,7.5712,6.9888,5.740132441
6334,CA-2018-167927,1/20/20,1/26/20,6.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,0.0,30.0,26.7,3.3,2.458399902
7121,US-2018-147774,1/20/20,1/26/20,6.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,9.696,38.784,22.422,16.362,20.92858571
9887,CA-2018-146997,1/23/20,1/27/20,4.0,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.0,1.68,0.84,0.84,0.867418466
9156,CA-2018-102645,1/23/20,1/28/20,5.0,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,0.0,13.98,7.8288,6.1512,6.719802903
8150,CA-2018-167997,1/26/20,1/29/20,3.0,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,5.1648,20.6592,11.298,9.3612,10.7318458
8151,CA-2018-167997,1/26/20,1/29/20,3.0,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,0.0,146.73,77.7669,68.9631,88.15698776
2579,US-2018-155502,1/26/20,1/31/20,5.0,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,0.0,79.76,57.4272,22.3328,16.75524153
2580,US-2018-155502,1/26/20,1/31/20,5.0,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,63.9345,149.1805,164.403,-15.2225,-19.42918054
2581,US-2018-155502,1/26/20,1/31/20,5.0,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234.0,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,222.6048,890.4192,779.1168,111.3024,137.3771865
2582,US-2018-155502,1/26/20,1/31/20,5.0,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,33.5936,134.3744,71.3864,62.988,45.55450591
2583,US-2018-155502,1/26/20,1/31/20,5.0,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,0.0,75.88,40.2164,35.6636,33.33300734
2584,US-2018-155502,1/26/20,1/31/20,5.0,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,0.9232,3.6928,1.9618,1.731,1.682448103
2585,US-2018-155502,1/26/20,1/31/20,5.0,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,0.0,19.05,10.287,8.763,7.421889618
3366,CA-2018-115161,1/31/20,2/2/20,2.0,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,166.3872,665.5488,779.94,-114.3912,-90.48121403
3795,US-2018-117163,1/27/20,2/2/20,6.0,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,19.408,77.632,76.419,1.213,1.39116673
3796,US-2018-117163,1/27/20,2/2/20,6.0,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,14.5568,58.2272,76.4232,-18.196,-15.04486649
3797,US-2018-117163,1/27/20,2/2/20,6.0,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,0.9984,0.2496,2.184,-1.9344,-1.949384222
541,CA-2018-140795,2/1/20,2/3/20,2.0,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,5.8248,3.8832,9.708,-5.8248,-4.837156734
3084,CA-2018-100328,1/28/20,2/3/20,6.0,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,5.448,21.792,19.068,2.724,2.762533061
6388,CA-2018-134103,1/30/20,2/4/20,5.0,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,11.58,7.72,22.195,-14.475,-18.74803871
6389,CA-2018-134103,1/30/20,2/4/20,5.0,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,0.0,208.16,151.9568,56.2032,43.53233125
1518,CA-2018-111059,2/3/20,2/6/20,3.0,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,0.0,16.74,8.7048,8.0352,7.301249261
1519,CA-2018-111059,2/3/20,2/6/20,3.0,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,0.0,14.9,10.728,4.172,3.663445051
1704,CA-2018-139857,2/2/20,2/6/20,4.0,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,0.0,21.39,15.1869,6.2031,6.70731969
1544,CA-2018-107181,2/4/20,2/8/20,4.0,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,40.1968,160.7872,97.9797,62.8075,55.06646997
1545,CA-2018-107181,2/4/20,2/8/20,4.0,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,46.0752,184.3008,233.2557,-48.9549,-40.73215922
8585,CA-2018-104808,2/4/20,2/8/20,4.0,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203.0,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,0.0,301.96,268.7444,33.2156,26.54640919
1998,CA-2018-131905,2/6/20,2/9/20,3.0,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,0.0,19.99,13.1934,6.7966,7.11037083
1999,CA-2018-131905,2/6/20,2/9/20,3.0,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,0.0,6.16,3.2032,2.9568,3.764611705
2000,CA-2018-131905,2/6/20,2/9/20,3.0,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,31.6736,126.6944,112.8372,13.8572,11.47855047
